"name","assignment","length","begin","end","species","species-score","type","type support","subtype","subtype support"
"MG770183","","10129","81","10210","Zika Virus","","Asian","1000.0","",""
"MG770188","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MG770187","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF783073","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF783072","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH916806","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH916803","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH916802","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF510857","","10272","0","10272","Zika Virus","","African","1000.0","",""
"MH513600","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH513599","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH513598","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH763833","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH763832","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"NC_035889","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"NC_012532","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH544701","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH013290","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MG807647","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MG807646","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MG548661","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MG548660","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF996804","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH055376","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY379148","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH368551","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF073359","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF073358","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF073357","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH255601","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH158237","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH158236","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MG758786","","10272","0","10272","Zika Virus","","African","1000.0","",""
"MG758785","","10272","0","10272","Zika Virus","","African","1000.0","",""
"MH130109","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130108","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130107","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130106","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130105","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130104","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130103","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130102","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130101","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130100","","10257","1","10260","Zika Virus","","African","1000.0","",""
"MH130099","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130098","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130097","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130096","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130095","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH130094","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH157213","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH157208","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH157202","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF964216","","10269","0","10269","Zika Virus","","Asian","1000.0","",""
"KX893855","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX702400","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH119185","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH063265","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH063264","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH063263","","10019","0","10019","Zika Virus","","Asian","1000.0","",""
"MH063262","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH063261","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH063260","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH063259","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MH061915","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061914","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061913","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061912","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061911","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061910","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061909","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061908","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061907","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061906","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061905","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061904","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061903","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061902","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061901","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061900","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061899","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061898","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061897","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061896","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061895","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061894","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061893","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061892","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061891","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061890","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061889","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061888","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061887","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061886","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061885","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061884","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061883","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061882","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061881","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061880","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061879","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061878","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061877","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061876","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061875","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061874","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061873","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061872","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061871","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061870","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061869","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061868","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061867","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061866","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061865","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061864","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061863","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061862","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061861","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061860","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061859","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061858","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061857","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061856","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061855","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061854","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061853","","10260","0","10260","Zika Virus","","African","1000.0","",""
"MH061852","","10260","0","10260","Zika Virus","","African","1000.0","",""
"LC369584","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MG827392","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY441403","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY441402","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY441401","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF988734","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MG674719","","10251","0","10272","Zika Virus","","Asian","1000.0","",""
"MG674718","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MG645981","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MG595216","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY120353","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY120352","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MG494697","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY766069","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU729218","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"LC219720","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX447521","","9274","0","9274","Zika Virus","","Asian","1000.0","",""
"KX447520","","9641","0","9641","Zika Virus","","Asian","1000.0","",""
"KX447519","","9058","0","9058","Zika Virus","","Asian","1000.0","",""
"KX447518","","9062","0","9062","Zika Virus","","Asian","1000.0","",""
"KX447517","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX447516","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX447515","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX447514","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX447513","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX447512","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX447511","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX447510","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX447509","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"LC331561","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX280026","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF099651","","10260","0","10260","Zika Virus","","Asian","1000.0","",""
"MF801426","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801425","","10048","126","10174","Zika Virus","","Asian","1000.0","",""
"MF801424","","9592","483","10075","Zika Virus","","Asian","1000.0","",""
"MF801423","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801422","","9898","366","10264","Zika Virus","","Asian","1000.0","",""
"MF801421","","9751","384","10135","Zika Virus","","Asian","1000.0","",""
"MF801420","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801419","","10020","240","10260","Zika Virus","","Asian","1000.0","",""
"MF801418","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801417","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801416","","9837","435","10272","Zika Virus","","Asian","1000.0","",""
"MF801415","","10215","57","10272","Zika Virus","","Asian","1000.0","",""
"MF801414","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801413","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801412","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801411","","9945","327","10272","Zika Virus","","Asian","1000.0","",""
"MF801410","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801409","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801408","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801407","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801406","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801405","","9755","513","10268","Zika Virus","","Asian","1000.0","",""
"MF801404","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801403","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801402","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801401","","10212","60","10272","Zika Virus","","Asian","1000.0","",""
"MF801400","","10026","246","10272","Zika Virus","","Asian","1000.0","",""
"MF801399","","10011","261","10272","Zika Virus","","Asian","1000.0","",""
"MF801398","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801397","","10188","84","10272","Zika Virus","","Asian","1000.0","",""
"MF801396","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801395","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801394","","9882","390","10272","Zika Virus","","Asian","1000.0","",""
"MF801393","","10044","228","10272","Zika Virus","","Asian","1000.0","",""
"MF801392","","9444","828","10272","Zika Virus","","Asian","1000.0","",""
"MF801391","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801390","","10045","78","10123","Zika Virus","","Asian","1000.0","",""
"MF801389","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801388","","9852","393","10245","Zika Virus","","Asian","1000.0","",""
"MF801387","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801386","","10170","102","10272","Zika Virus","","Asian","1000.0","",""
"MF801385","","10098","174","10272","Zika Virus","","Asian","1000.0","",""
"MF801384","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801383","","10242","30","10272","Zika Virus","","Asian","1000.0","",""
"MF801382","","9978","294","10272","Zika Virus","","Asian","1000.0","",""
"MF801381","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801380","","10218","54","10272","Zika Virus","","Asian","1000.0","",""
"MF801379","","9725","381","10106","Zika Virus","","Asian","1000.0","",""
"MF801378","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF801377","","10086","186","10272","Zika Virus","","Asian","1000.0","",""
"MF988743","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX906952","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"LC191864","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF794971","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF692778","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF664436","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX879604","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX879603","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF593625","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574588","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574587","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574586","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574585","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574584","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574583","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574582","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574581","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574580","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574579","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574578","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574577","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574576","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574575","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574574","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574573","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574572","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574571","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574570","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574569","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574568","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574567","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574566","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574565","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574564","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574563","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574562","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574561","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574560","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574559","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574558","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574557","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574556","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574555","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574554","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574553","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF574552","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU179098","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY962729","","9063","1194","10269","Zika Virus","","Asian","1000.0","",""
"KY553111","","10260","1","10272","Zika Virus","","Asian","1000.0","",""
"KX247632","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF434522","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF434521","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF434520","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF434519","","10047","0","10047","Zika Virus","","Asian","1000.0","",""
"MF434518","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF434517","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF434516","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF438286","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF384325","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY126351","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785484","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785483","","8804","285","9089","Zika Virus","","Asian","1000.0","",""
"KY785481","","9989","0","9989","Zika Virus","","Asian","1000.0","",""
"KY785480","","10008","264","10272","Zika Virus","","Asian","1000.0","",""
"KY785479","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785477","","9394","267","9661","Zika Virus","","Asian","1000.0","",""
"KY785476","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785475","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785474","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785473","","10003","0","10003","Zika Virus","","Asian","1000.0","",""
"KY785472","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785471","","10113","0","10113","Zika Virus","","Asian","1000.0","",""
"KY785470","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785469","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785468","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785466","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785465","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785464","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785463","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785462","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785461","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785460","","9382","285","9667","Zika Virus","","Asian","1000.0","",""
"KY785459","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785458","","9990","282","10272","Zika Virus","","Asian","1000.0","",""
"KY785457","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785456","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785455","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785454","","8514","264","8778","Zika Virus","","Asian","1000.0","",""
"KY785453","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785452","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785451","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785450","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785449","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785448","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785447","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785446","","10008","264","10272","Zika Virus","","Asian","1000.0","",""
"KY785445","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785444","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785443","","10008","264","10272","Zika Virus","","Asian","1000.0","",""
"KY785442","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785441","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785439","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785438","","8475","1797","10272","Zika Virus","","Asian","1000.0","",""
"KY785437","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785436","","10008","264","10272","Zika Virus","","Asian","1000.0","",""
"KY785435","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785434","","9377","0","9377","Zika Virus","","Asian","1000.0","",""
"KY785433","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785432","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785431","","10008","264","10272","Zika Virus","","Asian","1000.0","",""
"KY785430","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785429","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785428","","9708","564","10272","Zika Virus","","Asian","1000.0","",""
"KY785427","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785426","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785425","","10008","264","10272","Zika Virus","","Asian","1000.0","",""
"KY785424","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785423","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785422","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785420","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785419","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785418","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785417","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785416","","10008","264","10272","Zika Virus","","Asian","1000.0","",""
"KY785415","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785414","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785413","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785412","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785410","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY785409","","8778","0","8778","Zika Virus","","Asian","1000.0","",""
"KY014302","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014318","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014327","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014325","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014324","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014323","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014322","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014321","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014320","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014319","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014317","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014316","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014315","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014314","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014313","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014312","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014310","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014308","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
